Code	Waypoint Name
GC1TX5N	Muther Roads Tour - Eastbound
GC1TX5R	Muther Roads Tour - funkEE
GC1TX5X	Muther Roads Tour - Em, totem that is
GC1TX63	Muther Roads Tour - Extraterrestrial
GC1TX66	Muther Roads Tour - Rrrreally Bonus Cache
GC1TX6F	Muther Roads Tour - Rialto
GC1TX6P	Muther Roads Tour - Route Sixty-Six
GC1TX6R	Muther Roads Tour - Rogers
GC1TX6Y	Muther Roads Tour - Reno
GC1TX73	Muther Roads Tour - Round
GC1TX7B	Muther Roads Tour - Ranch
GC1TX7G	Muther Roads Tour - Rope
GC1TX7M	Muther Roads Tour - Roar!
GC1TX7T	Muther Roads Tour - Rocky Mountain
GC1TX82	Muther Roads Tour - Get Out & Walk
GC1TX88	Muther Roads Tour - Low Water Crossing Only
GC1TX8A	Muther Roads Tour - Water Over Roadway
GC1TXAG	2 4 7 Park n Cache
GC1TY8P	Take a kid Hiking, Seabees!
GC1TZ63	AH ... Another Cache
GC1TZJG	PARKINSON SCHOOL
GC1TZJM	DOESNT FIT WITH A TWIST
GC1TZJX	LOCUST CREEK
GC1V04Z	Cache of Wrath II
GC1V0MQ	Cedar Cove Cache
GC1V22J	Field Day 2009
GC1V29R	What's all the racquet?
GC1V2B5	Maple Grove
GC1V34P	Launching Point
GC1V45E	No Strippers Here!
GC1V4HJ	MadCem - Buck Road Cemetery
GC1V4JE	Walking Down Memory Lane
GC1V55B	Take A Hike 3  The Adventure Continues
GC1V5KF	Take A Hike 4  Still Stringing You Along
GC1V6DC	Old Fashioned Memories
GC1V6DQ	Illinois Spirit Quest - Holy Cross Cemetery
GC1V6E3	Illinois Spirit Quest - Gillespie City Cemetery
GC1V7TJ	Traveling Bernie Mule
GC1V7Z9	Warderman Cemetery
GC1V7ZD	Mother Of All Guardrails (MOAG)
GC1V7ZG	Northside Soccer
GC1V7ZJ	Fort Piggott
GC1V8M6	Phillips Park Cache
GC1V985	Won't Take Long
GC1V9CP	DeSoto Thriller :)
GC1V9EY	 Roy's X Cache
GC1V9FG	X Pipe
GC1VC02	In the market for a cache pt 2
GC1VC63	Need a lift?
GC1VD99	Sesame Street Meets the Electric Company
GC1VEHW	Snail City
GC1VEJH	Winston's 2nd again
GC1VFQQ	Here Fischy Fischy Fischy!
GC1VGY3	Blue by Blue
GC1VGY4	Des Peres City Park
GC1VH3Y	King of the Hill
GC1VH46	I'm the King of the World!
GC1VHA3	Ripson Bridge Cache
GC1VHBA	Gran's Goodies & Papa's Place
GC1VHCA	A Traditional Cache
GC1VHCR	Summer Fun Cache
GC1VHE8	The Burger Geocache # 3
GC1VMKZ	Gastropoda
GC1VNJ1	 Bolm-Schuhkraft II
GC1VNJ5	A SLAGA summer picnic cache!
GC1VP8F	Low As You Can Go
GC1VQE8	The Pool Pump
GC1VR1A	Where in the Rail Are We?
GC1VR1D	End of the Road to Nowhere #2
GC1VRCJ	Little League Slugger
GC1VRCZ	One crazy horse
GC1VRH2	Wise Move
GC1VRY5	Perilously Close :)
GC1VT0Y	Dawg's World Peace :)
GC1VTNP	On With The Show!
GC1VVPM	Murdale's Old Glory :)
GC1VVQF	Where's Latham anyway?
GC1VVW1	Ribbit (Croaked)
GC1VWJR	Evergreen Park
GC1VWVB	324
GC1VWW1	Northshore Lake
GC1VXZ4	Osage Orange
GC1VYD3	My kidneys hurt just watching those guys
GC1VYDB	mosquito paradise
GC1VZ6F	Lick Creek Cache
GC1VZKN	Old School Redeux
GC1VZVP	Wrong Corner
GC1VZX0	Red Top Christian Church Cemetery
GC1W0PW	Chicken Scratch
GC1W19W	Mattoon Mural
GC1W2EZ	Chevron 2... Encoded
GC1W2G9	Meet Me at the Ball Park
GC1W2YF	The JohnTee at Bee Tree
GC1W369	Just Hangin' Around
GC1W3N7	Walking Capitol #2
GC1W3YB	ALL STAR GAME 2009   - eemmmm again
GC1W4CT	ROCK ON II
GC1W4D3	63
GC1W4DF	OH HOW SMALL I AM
GC1W4E2	BRIDGE #4
GC1W4EG	PIPING HOT
GC1W4ER	MEMORY OF COL. DUDLEY
GC1W4F8	HERDING THE COWS
GC1W4FQ	THE HOLEY POST
GC1W4FX	PAULS EGG
GC1W4G7	TINY TIM
GC1W4GE	OOMPA LOOMPA
GC1W4GW	323
GC1W4H4	DOESNT FIT WITH A DOUBLE TWIST
GC1W4HF	KAYZEES
GC1W4HK	ISG
GC1W4HV	T FOR US
GC1W4J2	OLD ROCK ROAD
GC1W4YJ	Ivy League Stumper
GC1W52D	Mosquito Coast
GC1W52G	Holy Trunk
GC1W52K	Five Finger Discount
GC1W52N	Dead or Alive
GC1W52R	High on the Trail
GC1W67V	PB TB Home of the Mules
GC1W686	Back to nature
GC1W68Q	The Half-Blood Prince
GC1W68X	Generic Micro #2
GC1W6BN	All Aboard
GC1W6C9	Everything's Bigger in Texas:  Gi Ant
GC1W771	Take A Hike 5  No Way!
GC1W7CM	Fair Game
GC1W7N6	Springer's Stomping Ground
GC1W91X	Don't Drink the Water
GC1W9DF	Radiocache
GC1W9V0	Russell R. Keck Cache
GC1WA2K	Race Down Memory Lane
GC1WACX	Camptown Arithmetic (Revisited & Revised)
GC1WC4A	Troll's Lair
GC1WC4F	Marci's Pal
GC1WC4K	Wishy Washy
GC1WC4Y	DUNKEL
GC1WC55	Graffiti Bridge
GC1WC59	Near Our Old Home
GC1WC5P	Bad Fisherman
GC1WCGE	Alf's Cemetery Cache # 2
GC1WCGT	Alf's Cemetery Cache # 3
GC1WDYN	JUDY Hall
GC1WE36	Sleepless Nights
GC1WE3K	MEDIC
GC1WE47	Quick Stop
GC1WE6W	Hoppe, Skip, & Jump
GC1WE70	Abby marked the spot!
GC1WE8G	Bridge Out
GC1WERG	Effie's Match-A-M8 Online (McLean Co.)
GC1WET4	Lizzie's Match-A-M8 Online (McLean Co.)
GC1WF2B	Margaret's Match-A-M8 Online (McLean Co.)
GC1WF2T	Edith's Match-A-M8 Online (McLean Co.)
GC1WF34	Mollie's Match-A-M8 Online (McLean Co.)
GC1WF3G	Lewis'  Match-A-M8 Online (McLean Co.)
GC1WF9K	Alf's Cemetery Cache # 4
GC1WFG6	Oak Ridge
GC1WFJH	Oliver's Match-A-M8 Online (McLean Co.)
GC1WFJV	Jacob's Match-A-M8 Online (McLean Co.)
GC1WFK9	Viola's Match-A-M8 Online (McLean Co.)
GC1WFW3	Reflecting On Red Diamonds
GC1WFW6	Reflecting On Maple At 20
GC1WFW9	Stop And Reflect
GC1WG3K	CONTORTED SANDSTONE
GC1WGFH	Monument to Hannibal
GC1WGWJ	Just a Preform Along the Trail
GC1WGZG	Flora's Match-A-M8 Online (McLean Co.)
GC1WGZJ	Arthur's Match-A-M8 Online (McLean Co.)
GC1WGZN	Della's Match-A-M8 Online (McLean Co.)
GC1WH03	Clifford's Match-A-M8 Online (McLean Co.)
GC1WH05	Etta's Match-A-M8 Online (McLean Co.)
GC1WH06	Horace's Match-A-M8 Online (McLean Co.)
GC1WH62	The Last Outpost
GC1WHF5	Clifford and his Friends // Palmer Park
GC1WHXR	Lena's Match-A-M8 Online (Woodford Co.)
GC1WHYW	Marion's Match-A-M8 Online (Woodford Co.)
GC1WHZ1	What is That Building?
GC1WHZG	The Real Thing
GC1WJ01	It's Not a Tremor
GC1WJ0T	Lula's Match-A-M8 Online (Woodford Co.)
GC1WJ15	They Still Exist
GC1WJ1G	Lee's Match-A-M8 Online (Woodford Co.)
GC1WJ2V	Elizabeth's Match-A-M8 Online (Woodford Co.)
GC1WJ73	Sidney's Match-A-M8 Online (McLean Co.)
GC1WJ74	Eva's Match-A-M8 Online (McLean Co.)
GC1WJ7H	Julia's Match-A-M8 Online (McLean Co.)
GC1WJ7J	Clarence's Match-A-M8 Online (McLean Co.)
GC1WJVN	Mr. Easy
GC1WJWB	Suzie's Match-A-M8 Online (McLean Co.)
GC1WJWV	Sarah's Match-A-M8 Online (McLean Co.)
GC1WK75	Cambria Cache 2
GC1WK90	Drucilla's Match-A-M8 Online (McLean Co.)
GC1WK92	Felix's Match-A-M8 Online (McLean Co.)
GC1WK98	Miriam's Match-A-M8 Online (McLean Co.)
GC1WK9K	THE $300,000.00 Fountain
GC1WK9N	Mordecai's Match-A-M8 Online (McLean Co.)
GC1WMDA	just another cache
GC1WMDM	Experimental Mine Cache
GC1WMKJ	Good-Bye jgooose!
GC1WNNA	Another Scenic View of Shoal Creek
GC1WP24	Alf's cemetery Cache # 5
GC1WP27	Alf's Cemetery Cache # 6
GC1WPK2	Rhodes-France
GC1WPXN	Hannibal Hospital Park
GC1WPY1	Reflections of Hannibal Past
GC1WQ2K	Putting down roots 11
GC1WQ7T	Muther's The Queen of Hide's
GC1WQCZ	The Lodge, A Travel Bug Haven
GC1WQFX	Faust Historic Village
GC1WR1F	Alf's Toy Box
GC1WRQM	Putting down roots 10
GC1WRQT	Putting down roots 12
GC1WRR7	Putting down roots 13
GC1WRT0	Putting down roots 14 (Indian Camp)
GC1WRVK	ICMS
GC1WRWE	Ace of Clubs - Macon a Match Online
GC1WRXD	Two of Spades - Macon a Match Online
GC1WRXN	Three of Hearts - Macon a Match Online
GC1WRXT	Four of Diamonds - Macon a Match Online
GC1WRY2	Five of Spades - Macon a Match Online
GC1WT0Q	Riverside Park Cache Part 4 : )
GC1WT0X	Alf's Cemetery Cache # 7
GC1WT1D	Go Long!
GC1WTF8	Six of Clubs - Macon a Match Online
GC1WTFG	Seven of Hearts - Macon a Match Online
GC1WTFN	Eight of Spades - Macon a Match Online
GC1WTFT	Nine of Hearts - Macon a Match Online
GC1WTG1	Ten of Clubs - Macon a Match Online
GC1WTG5	Jack of Diamonds - Macon a Match Online
GC1WTG9	Queen of Spades - Macon a Match Online
GC1WTGE	Two of Diamonds - Macon a Match Online
GC1WV2B	Ace of Hearts - De Witt Line Am I?
GC1WV2V	Four of Spades - De Witt Line Am I?
GC1WV34	Five of Diamonds - De Witt Line Am I?
GC1WV4C	Six of Hearts - De Witt Line Am I?
GC1WV4H	Seven of Spades - De Witt Line Am I?
GC1WV4Q	Eight of Diamonds - De Witt Line Am I?
GC1WV66	Vlasis Park With Care
GC1WV6F	Rocky Start
GC1WVMH	Three of Diamonds - Macon a Match Online
GC1WVMP	Gray Cemetery
GC1WVMT	Four of Hearts - Macon a Match Online
GC1WVN1	Kinderhook Cemetery
GC1WVNF	Stoney Point Cemetery
GC1WVNG	Five of Clubs Macon a Match Online
GC1WVNJ	Six of Hearts - Macon a Match Online
GC1WVNP	Seven of Diamonds - Macon a Match Online
GC1WVNX	Eight of Clubs - Macon a Match Online
GC1WVP0	Nine of Clubs - Macon a Match Online
GC1WVP5	Ten of Spades - Macon a Match Online
GC1WVP8	Jack of Clubs - Macon a Match Online
GC1WVPF	King of Hearts - Macon a Match Online
GC1WVQ4	Four of Clubs - Macon a Match Online
GC1WVQB	Five of Hearts - Macon a Match Online
GC1WVQJ	Six of Spades - Macon a Match Online
GC1WVR4	Eggrolls, Pirates, and Truckers
GC1WVRP	Ten of Hearts - De Witt Line Am I?
GC1WVRX	Jack of Clubs - De Witt Line Am I?
GC1WVT3	Queen of Diamonds - De Witt Line Am I?
GC1WVWQ	King of Hearts - De Witt Line Am I?
GC1WVX8	Ace of Spades - De Witt Line Am I?
GC1WVYV	Three of Diamonds - De Witt Line Am I?
GC1WVZJ	Four of Clubs - De Witt Line Am I?
GC1WW02	Five of Clubs - De Witt Line Am I?
GC1WW1H	Six of Diamonds - De Witt Line Am I?
GC1WW26	Seven of Hearts - De Witt Line Am I?
GC1WXEN	66 Baricade
GC1WXQN	Remembering Badger Holes, Meat-Eating, and Dancing
GC1WXVQ	The Max Cache
GC1WXW0	Pair of Fours - Matchwell on Tazewell
GC1WXWB	Trip 6s - Matchwell on Tazewell
GC1WXWF	54th Street Cache
GC1WXWM	Qs Full of 8s - Matchwell on Tazewell
GC1WXWY	Reflecting On The End
GC1WXX8	Quad 8s - Matchwell on Tazewell
GC1WXY2	Below The Tower
GC1WY7Y	Ten High - Matchwell on Tazewell
GC1WY85	7 High Flush - Matchwell on Tazewell
GC1WY8C	Pair of Tens - Matchwell on Tazewell
GC1WY8H	Dry Fork... Hey, don't step in that!
GC1WY96	Ks and Qs - Matchwell on Tazewell
GC1WY9V	Trip Qs - Matchwell on Tazewell
GC1WYA3	Quad 7s - Matchwell on Tazewell
GC1WYC5	Js and Deuces - Matchwell on Tazewell
GC1WYCB	Quad 4s - Matchwell on Tazewell
GC1WYCK	Ace is High - Matchwell on Tazewell
GC1WYND	Calming waterside
GC1WYQZ	Cache For Clunkers
GC1WYY1	Pair of 7s - Matchwell on Tazewell
GC1WYZ5	Seven of Spades - Macon a Match Online
GC1WYZ6	Eight of Diamonds - Macon a Match Online
GC1WYZC	Nine of Diamonds - Macon a Match Online
GC1WYZE	Ten of Hearts - Macon a Match Online
GC1WYZJ	Jack of Spades - Macon a Match Online
GC1WYZK	Queen of Diamonds - Macon a Match Online
GC1WYZQ	King of Clubs - Macon a Match Online
GC1WYZW	Two of Clubs - Macon a Match Online
GC1WZ05	Three of Clubs - Macon a Match Online
GC1WZ13	Four of Spades - Macon a Match Online
GC1WZ15	Five of Diamonds - Macon a Match Online
GC1WZ19	Six of Diamonds - Macon a Match Online
GC1WZ4P	Matchless in Love Park
GC1WZ4Z	Love to Cache
GC1WZ86	Country Drive
GC1WZHR	Nine of Diamonds - De Witt Line Am I?
GC1WZHZ	Ten of Spades - De Witt Line Am I?
GC1WZJ1	Jack of Diamonds - De Witt Line Am I?
GC1WZJ3	Queen of Spades - Dewitt Line Am I?
GC1WZJA	Ace of Diamonds - De Witt Line Am I?
GC1WZJH	Two of Spades - De Witt Line Am I?
GC1WZJK	Three of Hearts - De Witt Line Am I?
GC1WZJT	6s and 3s - Matchwell on Tazewell
GC1WZJX	Trip 9s - Matchwell on Tazewell
GC1WZKB	Q High Flush - Matchwell on Tazewell
GC1WZKE	9s Full of 7s - Matchwell on Tazewell
GC1WZXQ	Jenn-A-U-Flect
GC1X0C6	Four Deuces - Matchwell on Tazewell
GC1X0CG	9 High Straight Flush - Matchwell on Tazewell
GC1X0CQ	Jack High - Matchwell on Tazewell
GC1X0CY	Pair of 5s - Matchwell on Tazewell
GC1X0D0	Trip 4s - Matchwell on Tazewell
GC1X0D5	7 High Straight - Matchwell on Tazewell
GC1X0DB	Ace High Flush - Matchwell on Tazewell
GC1X0DG	Ks Full of 3s - Matchwell on Tazewell
GC1X0DM	Quad Ks - Matchwell on Tazewell
GC1X0DW	Six of Clubs - De Witt Line Am I?
GC1X0G5	Seven of Diamonds - De Witt Line Am I?
GC1X0G7	Eight of Spades - De Witt Line Am I?
GC1X0GC	Nine of Clubs - De Witt Line Am I?
GC1X0GG	Jack of Spades - De Witt Line Am I?
GC1X0GW	Queen of Clubs - De Witt Line Am I?
GC1X0HB	King of Spades - De Witt Line Am I?
GC1X0J2	Seven of Clubs - Macon a Match Online
GC1X0J8	Eight of Hearts - Macon a Match Online
GC1X0JF	Nine of Spades - Macon a Match Online
GC1X0JK	Ten of Diamonds - Macon a Match Online
GC1X0JT	Jack of Hearts - Macon a Match Online
GC1X0JY	Queen of Hearts - Macon a Match Online
GC1X0K3	King of Diamonds - Macon a Match Online
GC1X0K5	Wild Card - Macon a Match Online
GC1X0K9	Two of Hearts - Macon a Match Online
GC1X0KQ	Three of Spades - Macon a Match Online
GC1X0KY	Ace of Spades - Macon a Match Online
GC1X0M7	Joker - Macon a Match Online
GC1X0MD	Deuce is Wild - Macon a Match Online
GC1X0MJ	One Eyed Jack - Macon a Match Online
GC1X0MK	Come Sail Away
GC1X0MT	Ace of Diamonds - Macon a Match Online
GC1X143	Q High Straight Flush - Matchwell on Tazewell
GC1X14J	8 High - Matchwell on Tazewell
GC1X14T	Pair of 6s - Matchwell on Tazewell
GC1X15P	8s over 5s - Matchwell on Tazewell
GC1X15T	8 High Flush - Matchwell on Tazewell
GC1X161	8 High Straight - Matchwell on Tazewell
GC1X16E	7 High - Matchwell on Tazewell
GC1X16M	Pair of 8s - Matchwell on Tazewell
GC1X16X	Three Deuces - Matchwell on Tazewell
GC1X17C	J High Flush - Matchwell on Tazewell
GC1X17G	4s over 3s - Matchwell on Tazewell
GC1X17V	Quad 9s - Matchwell on Tazewell
GC1X186	8 High Straight Flush - Matchwell on Tazewell
GC1X189	Queen High - Matchwell on Tazewell
GC1X18G	Pair of 9s - Matchwell on Tazewell
GC1X18X	Q High Straight - Matchwell on Tazewell
GC1X194	K High Straight Flush - Matchwell on Tazewell
GC1X19G	Quad 3s - Matchwell on Tazewell
GC1X19M	J High Straight Flush - Matchwell on Tazewell
GC1X1MN	Fried Dialect
GC1X1P4	Leaping Lovers
GC1X26A	The Bloody Bucket
GC1X294	Remember Our Soldiers
GC1X2GN	A Solitary Place
GC1X2H0	Distillery Hollow
GC1X3EM	Edge of the Wood's
GC1X3EX	Take out the Trash
GC1X3FE	No Cell Phone needed
GC1X4GE	Circle Drive cache
GC1X4GP	Wally Comes to DuQuoin
GC1X4VZ	Tram Law Egolsed
GC1X50T	Our Summer at the Y - Chris, Kels & Mish
GC1X53V	Just a Walk in the Park
GC1X60R	Mr. K's Family Jewels
GC1X6K2	Tanked in Marine
GC1X7JT	(dd)'s Better Late Than Never
GC1X8AP	Just Horsin' Around
GC1X8AT	Veteran's Park Crossroads
GC1X8AZ	Truman Lake Stroll
GC1X8B2	Smith Branch Park 'n' Grab, Part 2
GC1X8BA	In & Out Cache Stop
GC1X8BF	Cruisin' the Backwoods
GC1X8BJ	Down on the Corner
GC1X8BP	Richland Christian Church and Cemetery
GC1X9XF	Wally Lite
GC1XA26	Putting down roots 15 (Historic)
GC1XA34	Putting down roots 16
GC1XA3A	Missed approach 3
GC1XA4F	End of the Road
GC1XAG5	Jenny's Alley
GC1XBQZ	Bridge Drive-In
GC1XC7V	PIERRE MENARD HOME
GC1XCY1	Spin cycle
GC1XD08	Pyramid Park Stash
GC1XDXW	Sinews of Peace and Crosses of Iron
GC1XEMG	Silver Surfer #2
GC1XEQF	The Old Hickory Grove
GC1XETG	Environmental Statute
GC1XEVT	HBO Expanded
GC1XFQV	Dirty Works
GC1XGHE	Lone Star Cache
GC1XGHW	Twin Falls
GC1XGVZ	Silver Surfer #3
GC1XGW4	New Construction
GC1XGW6	Silver surfer #4
GC1XGW9	Silver Surfer #5
GC1XGWJ	Heather Skeeter Brooke
GC1XGXV	The Geo Station
GC1XGYN	Finally
GC1XJ54	Reflecting At The Arena
GC1XJ5C	Brushy Creek Cache
GC1XJ5K	Mexico Graceland
GC1XJ60	Kinsella Trail Cache
GC1XJ61	Reflecting On The Quarry
GC1XJ68	Cooing At Emmenegger Park
GC1XJ7N	Mid Missouri Crossroads Motel
GC1XJ89	Zero Graffiti
GC1XK7M	Eureka Pie
GC1XKA7	No Parking Any Time
GC1XKAQ	My First Rail Rider
GC1XKB4	My Second Rail Rider
GC1XKB9	Holy Holy Holy
GC1XKKE	Right Turn Ahead
GC1XKNF	Reflecting On The End 2
GC1XN2H	Electrify Me
GC1XN2X	Bikers Delight
GC1XN5K	It's A Bird...It's A Plane...It's A CACHE!
GC1XNCC	You Want Some, Come Get Some!
GC1XNCM	Secretly Stalking Ally
GC1XPA4	the dumbest thing
GC1XPR0	Wally 5 :)
GC1XPRW	Wally 6 :)
GC1XPYT	You've Got One Big Wienie
GC1XQEB	A Funny Thing Happened on the Way to the...Cache?
GC1XQY7	Lucky on the Logan Line - Final
GC1XR9V	Reflecting On Old 141
GC1XTHP	Imperial P & R
GC1XVK9	Stripes QG3
GC1XVQ7	Field 2
GC1XWCP	Ace-Deuce - Lucky on the Logan Line
GC1XWD9	Blackjack - Lucky on the Logan Line
GC1XWDC	Double Solitaire - Lucky on the Logan Line
GC1XWDN	Euchre - Lucky on the Logan Line
GC1XWDY	52 Card Pickup - Lucky on the Logan Line
GC1XWE6	Bone Ace - Lucky on the Logan Line
GC1XWH8	Tennessee Ernie & the Shallow River Crossing
GC1XX26	Bridge - Lucky on the Logan Line
GC1XX2E	James Bond - Lucky on the Logan Line
GC1XX2G	Hearts - Lucky on the Logan Line
GC1XX2N	Quadrille - Lucky on the Logan Line
GC1XX2X	Pinochle - Lucky on the Logan Line
GC1XX39	Slapjack - Lucky on the Logan Line
GC1XX3H	War - Lucky on the Logan Line
GC1XX3N	Karma - Lucky on the Logan Line
GC1XX3Y	Reflecting On The Crossing
GC1XYF8	22 Even
GC1XYFF	Slowpokes Park
GC1XYG7	Rook - Lucky on the Logan Line
GC1XYGB	Ugly - Lucky on the Logan Line
GC1XYGJ	Old Maid - Lucky on the Logan Line
GC1XYGW	Tarot - Lucky on the Logan Line
GC1XYH0	Knock Out Whist - Lucky on the Logan Line
GC1XYH5	Solitaire - Lucky on the Logan Line
GC1XYHB	Rummy - Lucky on the Logan Line
GC1XZX5	Cooing In Kimmswick
GC1XZZZ	AL Post 312
GC1Y06Y	Baccarat  - Lucky on the Logan Line
GC1Y076	Memory - Lucky on the Logan Line
GC1Y079	Laugh and Lie Down - Lucky on the Logan Line
GC1Y07J	Mille - Lucky on the Logan Line
GC1Y07R	Spoons - Lucky on the Logan Line
GC1Y07Z	Poker - Lucky on the Logan Line
GC1Y085	Five Card Draw - Lucky on the Logan Line
GC1Y08A	Cat & Mouse - Lucky on the Logan Line
GC1Y08G	Gin Rummy - Lucky on the Logan Line
GC1Y08N	Frog - Lucky on the Logan Line
GC1Y09M	Cooing Near Pomme Creek
GC1Y0BX	High As You Can Go
GC1Y0HA	Party Park
GC1Y1CN	Bowl, Glide, Googly, LBW, Take Guard...
GC1Y1Z5	Rooskie Revenge
GC1Y20P	Nerds - Lucky on the Logan Line
GC1Y20Z	Bulls Hit - Lucky on the Logan Line
GC1Y214	Beggar My Neighbor - Lucky on the Logan Line
GC1Y219	Casino - Lucky on the Logan Line
GC1Y21H	Oh Hell! - Lucky on the Logan Line
GC1Y21M	Napoleon - Lucky on the Logan Line
GC1Y21T	Spades - Lucky on the Logan Line
GC1Y221	98 - Lucky on the Logan Line
GC1Y228	Crazy Eights - Lucky on the Logan Line
GC1Y22J	Push - Lucky on the Logan Line
GC1Y22P	Deuce - Lucky on the Logan Line
GC1Y22T	Scat - Lucky on the Logan Line
GC1Y232	All Fives - Lucky on the Logan Line
GC1Y239	Speed - Lucky on the Logan Line
GC1Y23B	Huutopussi - Lucky on the Logan Line
GC1Y23G	Clock Solitaire - Lucky on the Logan Line
GC1Y23Z	Baker's Dozen - Lucky on the Logan Line
GC1Y3BY	In between corners
GC1Y3C9	Where the black top Ends
GC1Y3CG	I'm not where you Think
GC1Y3Z9	In the Neighborhood
GC1Y48E	The Guardian
GC1Y587	Willie Walks Woodlands
GC1Y595	Till Death Do Us Part
GC1Y597	Rock On
GC1Y5BN	Blown Away
GC1Y5CD	Smile!!
GC1Y5JF	Labyrith of Inspiration
GC1Y5K8	Big Red
GC1Y5PN	Lakeside Dining
GC1Y5RM	Samuel's Place
GC1Y6FX	Fighting Hunger
GC1Y721	light me up
GC1Y780	Carbon Cache
GC1Y781	Shock, Rock, and Roll
GC1Y788	O2 for You
GC1Y78D	House of Granger Laws
GC1Y79C	Oak Point
GC1Y7AF	Danville Westbound
GC1Y7AR	Danville Eastbound
GC1Y7AY	3 Princes and 1 Princess
GC1Y7AZ	Wright City Westbound
GC1Y7BG	A Cache with no Commute
GC1Y8QX	The Greenhouse Effect
GC1Y9Y3	Hippity Hoppity
GC1YA7H	Fried - Overlook
GC1YA8B	Bat Phone - Old HWY 54 Edition
GC1YA99	Fried Turbine
GC1YAJG	Greenville College Grad 2009
GC1YB8M	Just Around The Bend
GC1YBCE	Crazy Pirate's PLANTed Treasure
GC1YBPH	Poke'mon go
GC1YBYQ	By Request
GC1YC6N	My Third Rail Rider
GC1YC75	What a Beautiful Bridge
GC1YC7E	My Fourth Rail Rider
GC1YCC9	Cooing Near Powder Valley
GC1YCKW	Pencil Pusher
GC1YDKK	Ralph E.
GC1YDMX	Francis Scheidegger
GC1YE6T	Track 'em and Trade 'em
GC1YF63	Paul Who?
GC1YHWD	Bud Abbott - A Line of Masons
GC1YHWK	A Line of Masons - The Final
GC1YHWQ	Daniel Boone - A Line of Masons
GC1YHWW	New Park and Grab
GC1YHWX	Roy Clark - A Line of Masons
GC1YHX1	Jack Dempsey - A Line of Masons
GC1YHX4	Duke Ellington - A Line of Masons
GC1YHX8	Henry Ford - A Line of Masons
GC1YHXB	Clark Gable - A Line of Masons
GC1YHXD	Oliver Hardy - A Line of Masons
GC1YHXF	Burl Ives - A Line of Masons
GC1YHXH	Al Jolson - A Line of Masons
GC1YJVC	R.I.P.
GC1YK0T	Saintly Shrine
GC1YK1Q	Walther's Last Stand
GC1YKAA	Rudyard Kipling - A Line of Masons
GC1YKAC	Charles Lindbergh - A Line of Masons
GC1YKAF	Gen. Douglas MacArthur - A Line of Masons
GC1YKAH	Audie Murphy - A Line of Masons
GC1YKAM	Ransom Olds - A Line of Masons
GC1YKAR	Adm. Robert Peary - A Line of Masons
GC1YKAT	George Pullman - A Line of Masons
GC1YKAV	Paul Revere - A Line of Masons
GC1YKAY	Roy Rogers - A Line of Masons
GC1YKB0	Peter Sellers - A Line of Masons
GC1YMM0	Hakuna Matata
GC1YMN1	Gateway to the Woods
GC1YNNM	County Line
GC1YNNP	123 You're gone
GC1YNNW	Wazzup? 1610 knows
GC1YNT3	Ringling Brothers (all 7) - A Line of Masons
GC1YNT5	Col. Harland Sanders - A Line of Masons
GC1YNT8	Red Skelton - A Line of Masons
GC1YNTB	Danny Thomas - A Line of Masons
GC1YNTE	Mel Tillis - A Line of Masons
GC1YNTG	Booker T Washington - A Line of Masons
GC1YNTH	Ed Wynn - A Line of Masons
GC1YNTM	Cy Young - A Line of Masons
GC1YNTV	Benedict Arnold - A Line of Masons
GC1YNV1	James Bowie - A Line of Masons
GC1YNV3	Winston Churchill - A Line of Masons
GC1YPRA	Chevron #3...encoded
GC1YQ15	Cecil B DeMille - A Line of Masons
GC1YQ1D	Bob Evans - A Line of Masons
GC1YQ1G	Douglas Fairbanks - A Line of Masons
GC1YQ1J	John Glenn - A Line of Masons
GC1YQ1K	J Edgar Hoover - A Line of Masons
GC1YQ1P	Rev Jesse Jackson - A Line of Masons
GC1YQYW	Turn! Turn! Turn!
GC1YR1H	Sebastian Kresge - A Line of Masons
GC1YR1J	Harold Lloyd - A Line of Masons
GC1YR1M	Mozart - A Line of Masons
GC1YR1N	James Naismith - A Line of Masons
GC1YR1P	Arnold Palmer - A Line of Masons
GC1YR1Q	James C Penney - A Line of Masons
GC1YR1R	Sugar Ray Robinson - A Line of Masons
GC1YR36	Dad's Got A Screw Loose!
GC1YRCM	Right on Target
GC1YREV	Carl's Got A Screw Loose!
GC1YREY	Deb's Got A Screw Loose!
GC1YRMZ	Southern Cross(ing)
GC1YRNG	Cachers' Paradise (E Pluribus Unum)
GC1YRQ3	Nickel's First
GC1YRQ6	2 Chronicles 4:10
GC1YRQP	Toe R1
GC1YRQY	Toe R3
GC1YRR6	Toe R4
GC1YRRA	Toe R5
GC1YT07	Helter Shelter
GC1YT35	Will Rogers - A Line of Masons
GC1YT3B	T-Party
GC1YT48	Jack and Katie's Toybox
GC1YV51	A Few Of My Favorite Things #1
GC1YV57	A Few Of My Favorite Things #2
GC1YWCZ	In Part - Paiute Dreams in Piatt County
GC1YWDF	Telly Savalas - A Line of Masons
GC1YWDK	Dave Thomas - A Line of Masons
GC1YWDR	Robert Pershing Wadlow - A Line of Masons
GC1YWDX	George Washington - A Line of Masons
GC1YWDZ	Brigham Young - A Line of Masons
GC1YWE4	John Wayne - A Line of Masons
GC1YWE7	John Audubon - A Line of Masons
GC1YWED	Gene Autry - A Line of Masons
GC1YWKN	ON thE WAY to Good Air
